VAL_ALTURA;COD_ESTRUTURA_SAP;NOM_ESTRUTURA_SAP;COD_LT_SAP;NOM_LT_SAP;NUM_LATITUDE;NUM_LONGITUDE;NUM_ALTITUDE_ORT;NUM_ALTITUDE_GEO;NUM_ID_SEQUENCIA;NUM_QTD_CIRCUITOS;TAG_ATIVO;DES_TIP_ESTRUTURA;DES_CARACTERISTICA1;DES_CARACTERISTICA2;DES_TIP_CIRCUITO;DES_DISPOSICAO_FASES_CIRCUITO_A;OBJECTID;Custom
27.300005859;PORT00154-5;Portico Meio Linha;MT-L-39526;;-18.2136197964;-45.2560868938;583.093994141;572.343994141;4;0;1;PORT;Ancoragem;Autoportante;Circuito Simples;Horizontal;1608756;Portico Meio Linha : 
20.719009277;ESTR04598-9;ESTRUTURA 043;MT-L-39526;;-18.3107629876;-45.1663607176;657.377990723;646.757990723;47;0;1;A2;Suspensão;Autoportante;Circuito Simples;Horizontal;1608757;ESTRUTURA 043 : 
16.874974121;ESTR04181-4;ESTRUTURA 036;MT-L-39526;;-18.2935480644;-45.177739425;714.689025879;704.049025879;40;0;1;B1;Ancoragem;Autoportante;Circuito Simples;Horizontal;1608758;ESTRUTURA 036 : 
21.650005371;ESTR04182-2;ESTRUTURA 037;MT-L-39526;;-18.2955623346;-45.1764060226;712.481994629;701.841994629;41;0;1;A2;Suspensão;Autoportante;Circuito Simples;Horizontal;1608759;ESTRUTURA 037 : 
26.397972656;ESTR04593-0;ESTRUTURA 038;MT-L-39526;;-18.2990021995;-45.174135272;692.728027344;682.088027344;42;0;1;A2;Suspensão;Autoportante;Circuito Simples;Horizontal;1608760;ESTRUTURA 038 : 
23.945011719;ESTR04594-8;ESTRUTURA 039;MT-L-39526;;-18.3006812467;-45.1730237908;669.562988281;658.932988281;43;0;1;A2;Suspensão;Autoportante;Circuito Simples;Horizontal;1608761;ESTRUTURA 039 : 
24.108980469;ESTR04603-7;ESTRUTURA 048;MT-L-39526;;-18.3241655372;-45.1574994899;743.770019531;733.170019531;52;0;1;A1;Suspensão;Autoportante;Circuito Simples;Horizontal;1608762;ESTRUTURA 048 : 
21.646027832;ESTR04604-5;ESTRUTURA 049;MT-L-39526;;-18.3268282036;-45.155738507;730.883972168;720.283972168;53;0;1;A1;Suspensão;Autoportante;Circuito Simples;Horizontal;1608763;ESTRUTURA 049 : 
23.92101123;ESTR04605-2;ESTRUTURA 050;MT-L-39526;;-18.3302614259;-45.1534693609;732.32598877;721.73598877;54;0;1;A1;Suspensão;Autoportante;Circuito Simples;Horizontal;1608764;ESTRUTURA 050 : 
19.216005859;ESTR04606-0;ESTRUTURA 051;MT-L-39526;;-18.3329383709;-45.1516969959;779.468994141;768.878994141;55;0;1;A1;Suspensão;Autoportante;Circuito Simples;Horizontal;1608765;ESTRUTURA 051 : 
